name,package_name,average_rating,developer,download_url,description,md5,version_name,min_sdk_version
荔枝,com.yibasan.lizhifm,4.6,广州荔支网络技术有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/27BEE1170F38F06F5CD19896EDCA889C.apk?fsname=com.yibasan.lizhifm_5.19.10.apk,荔枝，懂你的播客平台，和你一起听见新世界！ 荔枝为你提供有趣有料的播客节目，带你听见有思想的播客创作者和说书人，听到有趣的故事 为你打开全新的播客世界，拓展你的认知边界！ -在这里，我们用趣味代替焦虑，用快乐温暖的声音消解你的孤独与迷茫，用新鲜知识填满每一个无聊的空隙； -在这里，一起搭建你的“播客会客厅“，让收听播客成为你每天的快乐时光！ --宝藏播客聚集地，在这里听见新世界-- 【发现精品宝藏播客】 海量宝藏播客为你提供优质内容，睡前/开车/通勤/跑步必备，让你快速找到想听的内容。 【每日推荐热点内容】 编辑推荐、主题内容、首页推荐每日上新，故事/趣谈/观点/知识，为你拓展知识边界。 【荔枝严选内容系列】 荔枝严选、必属精品，优质内容一网打尽，一集不够听？精品播单让你一次听个够！ 【精心打磨的收听体验】 为你提供更沉浸和纯粹的收听体验，个性化播放设置，随时随地定制你喜欢的内容~ --乐趣声音派对，给你不断电的陪伴-- 唱歌、聊天、交友、直播、pia戏……这里有邻家女孩、知性嗓音、天生歌喉、声音恋人，只要你来，他们都在直播间等你~ 【情感直播】 情感故事，有低沉沙哑、温柔亲切的男声，,27bee1170f38f06f5cd19896edca889c,5.19.10,21
一点资讯,com.hipu.yidian,5.0,北京一点网聚科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2169F3E35D5F240224E0F624086E0275.apk?fsname=com.hipu.yidian_7.2.1.0.apk,—————有趣更有用的资讯平台————— 每日热点新闻，神吐槽、犀利评论、内部爆料，给你全新阅读新体验。热门话题一屏掌握，精选内容独特角度，覆盖海量新闻资讯。  【今日关注】 新闻热点，资讯追踪。热点时事，一网打尽。  【精准推荐】 精选好内容，定制你感兴趣的新闻。运用大数据算法和独特的“兴趣引擎”，准确掌握用户兴趣；专业媒体沉淀，严格审核内容。  【热点视频】 覆盖千万精彩短视频；相关视频推荐让您视频刷不停。  【大V关注】 随心关注感兴趣的账号，打造个人专属信息流，享受纯净的私人订制栏目 感谢所有支持一点资讯的朋友们，你们的五星好评、真挚留言是我们前进的动力！ 如果您还有其他的想法，请让我们知道：  微博平台：@一点资讯 微信公众平台：yidianzixun2013 官方网站：www.yidianzixun.com 媒体平台：www.yidianzixun.com/mp 商务合作：bd@yidian-inc.com 用户反馈：kefu@yidian-inc.com,2169f3e35d5f240224e0f624086e0275,7.2.1.0,21
风行视频,com.funshion.video.mobile,3.5,北京风行在线技术有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3A3E42C5FE77E7DABF0FC249F218B511.apk?fsname=com.funshion.video.mobile_4.5.3.11.apk,【精彩内容不容错过】 电影：《狼群》：张晋率狼小队打响能源保卫战 《长津湖之水门桥》：吴京三炸水门桥致敬英雄 电视剧：《护卫者》张丰毅演绎新时代“片儿警 《秘密的背后》：战菁一李茂轰动上海滩  少儿动漫:《宠物店的小秘密》:爆笑萌宠齐聚一堂! 《超级宝贝JOJO》：适龄启蒙 亲子共学 【海量资源等你发掘】 电影:《明日战记》《哥，你好》《风声》《月球陨落》《边缘行者》《追龙Ⅱ》《误杀瞒天记》《长安道》《云南虫谷》《东江风云》《007：无暇赴死》《奇门遁甲》《诛仙Ⅰ》《龙牌之谜》《终结者:黑暗命运》 电视剧:《虎胆巍城》《民兵康宝》《产科医生》《女子特战队》《摧毁》《刀尖舞者》《分界线》《沸腾人生》《铁血战狼》《家国恩仇记》《新萧十一郎》《真命小和尚》《龙门飞甲》《梅花儿香》《谈判官》 少儿动漫:《飞狗MOCO》《贝乐虎儿歌》《兔小贝故事》《请吃红小豆吧》《巴啦啦小魔仙》《贝肯熊 第五季》《神兽金刚四 邦宝历险记》《超变战陀3双甲战陀》《方块熊创意早教课堂》 《开心超人联盟之异星迷航》,3a3e42c5fe77e7dabf0fc249f218b511,4.5.3.11,21
妈妈社区,com.ci123.pregnancywap,4.9,南京矽汇信息技术有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7F25762AFD9A5FD36F275EAB0ABABC42.apk?fsname=com.ci123.pregnancywap_10.5.3.apk,妈妈备孕怀孕育儿的贴心管家，超过9000万妈妈在这里。  妈妈社区，贴心呵护备孕、怀孕、孕期、产后、育儿、胎动、胎教、儿童早教等各方面问题，新时代辣妈，上妈妈社区就够了！   妈妈社区火爆的秘诀：  【更贴心】同龄圈、同城圈、医院圈，快速加入自己的小集体 【更快捷】每日500万辣妈在线交流，1分钟内解答您的育儿疑惑  【更热闹】每天30000篇热帖，聊不停的女人话题  【更温暖】每天500份免费试用，每天话题活动，让您好礼收不停   主要功能：  【同龄社区】与宝同龄，携手见证宝宝成长！  【同城妈妈】在您身边，与您畅聊女人话题！ 【孕期知识】准妈妈、孕妇更了解自己的胎儿宝宝！ 【孕育工具】提供备孕、怀孕、已出生等多种专业孕育工具！ 【百宝箱】测体温，计胎动…囊括孕期、育儿实用小工具！ 【好孕树】种下一颗好运树，收获好心情！  【免费活动】海量大礼包天天送不停！  【心情日记】珍藏您的孕期经历！  【亲子相机】记录宝宝的成长经历，留下珍贵的记忆。  【秘密】不方便在社区直接交流的内容就来这里吧，这里是您的私密交流空间。,7f25762afd9a5fd36f275eab0ababc42,10.5.3,21
小米商城,com.xiaomi.shop,4.7,小米科技有限责任公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3DC449B5808AA905F5507B02F42E0F41.apk?fsname=com.xiaomi.shop_5.31.0.20241122.r1.apk,【买小米，来小米商城】 在小米商城，你可以随时随地购买小米官方正品、了解最新鲜的新品信息、参与享受各类活动优惠、查看即时物流、评价和分享喜欢的商品、查询附近的小米之家。小米商城同时为米粉们提供高品质客户服务及售后支持。   【玩法超多】 · 新人福利：新用户限时领取328元礼包，老用户更有惊喜礼！ · 小米上新：官方新品都在这，抢购快人一步！ · 小米众筹：新品首发，实用好玩的众筹好物独家享低价！ · 米金商城：兑换F码，智能好物不用抢！更有红包、精美实物免费兑换！ · 小米米圈：新品评测，爆品玩法全知道！米粉论坛，有奖问答福利多！,3dc449b5808aa905f5507b02f42e0f41,5.31.0.20241122.r1,21
360浏览器,com.qihoo.browser,3.2,北京奇元科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/320EB6545D0D5CFE9B76C898DDC0C7C8.apk?fsname=com.qihoo.browser_v10.1.5.755.apk,360浏览器AI搜索全能神器，热点资源、小说网文、影视热剧、看图看片，全网资源精准直达！ 【免费小说】海量小说资源挖掘，本地、书架全打通，免费追更新章节 【影视热剧】嗅探全网影视资源，省流极速下载缓存，全能播放器倍速播放、手势控制、手机投屏自由看片 【智能拦截】两档强力过滤网页遮挡、高危元素，守护上网安全，任何网页都能清爽浏览 【热门资讯】网罗时事热点资讯头条，热搜榜单抢先发现好玩话题 【私人订制】主页、壁纸、工具栏全部支持自定义，无痕浏览、夜间模式，打造专属自己的浏览器 【收藏同步】PC手机自动打通，文件、网址、图片收藏随时同步  加入体验反馈QQ群：130709695，帮助我们更懂你~,320eb6545d0d5cfe9b76c898ddc0c7c8,v10.1.5.755,21
安居客,com.anjuke.android.app,4.8,瑞庭网络技术（上海）有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/223C7F93A0B672454E3AB3BBBA9BB712.apk?fsname=com.anjuke.android.app_17.13.1.apk,*找二手房新房租房，买房产查房价卖房租售商铺写字楼的专业房产应用  *新房上线VR售楼处，足不出户实景看房，省心又安全                 *地图搜房，搜索附近房产，地铁房、轨交房、打折楼盘 *大平台房源全，覆盖别墅、公寓、商铺写字楼出租出售 *海量房源：二手房、新房、租房、商业地产 *定制房价：小区房价、房价走势、房价评估 *特色找房：地图搜房、附近找房、轨交淘房 *新房折扣：新房团购，免费班车，特惠新盘 *商业地产：商铺写字楼出售出租，商务楼办公室租赁 *房产工具：房贷计算器、房产百科、二手房新房看房笔记 *房东委托：委托卖房、专属房东房源房价展示、房东房源管理 *装修设计：靠谱装修公司、省心套餐模式、实用设计方案、灵感美图，海量案例,223c7f93a0b672454e3ab3bbba9bb712,17.13.1,21
Microsoft Excel,com.microsoft.office.excel,4.2,微软（中国）有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7896322371330322E97F1D904299E179.apk?fsname=com.microsoft.office.excel_16.0.18227.20088.apk,微软官方发布的免费Office办公软件 – Excel应用 • 为安卓平台而设计，完美的触控体验 • 熟悉的导航和菜单选项帮助您快速上手 • 熟知的电脑端Excel功能可以在安卓端应用中使用，例如：公式，表格，图表，迷你图等  免费安装此微软Office应用即表示您同意此条款：http://aka.ms/TOU.   轻松搞定工作 • 使用公式、图表、表格、排序、筛选等功能对数据进行整理分析，使数据可视化 • 通过简单的手指触控操作轻松添加公式、重排列、调整表格大小等 • 跨设备访问编辑最近使用的Excel文档  协同办公 • 与云服务无缝集成，让您轻松分享电子表格 • 通过电子邮件发送文档与他人共享成果  在10.1英寸及以下尺寸的移动设备上可免费查看、创建和编辑文档。购买Office 365订阅账号便可以使用更高级的编辑功能。企业用户需用符合条件的Office 365企业版账户 (包括由世纪互联运营的Office 365) 创建及编辑文档。  要求： • 操作系统安卓4.4.x 及以上（Android M暂不支持） • 1G或更高内存,7896322371330322e97f1d904299e179,16.0.18227.20088,29
男衣邦穿衣搭配,com.nanyibang.nomi,5.0,上海若美网络科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/78916416B107022178224AD18DE08C42.apk?fsname=com.nanyibang.nomi_7.9.2.apk,【免费领穿搭大礼包】专业穿衣搭配、穿搭，服装搭配，型男改造，好搭盒子，搭配衣服的软件。 穿衣助手，穿搭助手，男装小红书穿衣搭配，小红书有货识货app。 美女搭配师一对一在线指导穿衣搭配。  型男穿衣搭配、服装搭配、穿搭、搭配、服装搭配就找男衣邦穿衣搭配app，美女搭配师指导穿搭，让你秒变型男，得物有品。  小红书穿衣搭配，识货有货，搭配，穿衣搭配，穿搭，衣二三，服装搭配，有货，醒购慢慢买。  小红书穿衣搭配助手，专为男士提供专业的穿搭方案。 wear，nothing，zara，Adidas，nike，阿迪达斯，耐克官网，鞋子潮鞋搭配。 解决发型、穿衣搭配烦恼，提升穿衣品味。  【美女搭配师指导】 美女搭配师的指导穿衣搭配，帮你找到自己的穿衣风格。 【潮流穿搭指南】 帅吧达人每日分享穿衣搭配技巧，优质内容快速掌握男士变帅攻略。 【型男改造】 时尚造型师为你量身改造设计造型，为想改变却找不到方向的男士们提供帮助。  官方网站：http://www.nanyibang.com  合作及投稿：business@nanyibang.com  微博账号：@男衣邦  微信公众号：nanyibang,78916416b107022178224ad18de08c42,7.9.2,21
招商银行,cmb.pb,4.7,招商银行股份有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/9CB334CBD83545B2F9BF134C03C460CB.apk?fsname=cmb.pb_13.0.0.apk,招商银行App13.0，支付、理财、借钱，一个App。   养老金融，一站式养老。养老资产随时查，一站管理更便捷。智能解析缺口，养老计划灵活配置。   长辈版，服务无边界。推出同屏沟通，直观便捷。打破距离障碍，贴心服务更有爱。   多宝理财，买理财看多宝。“选期限-选风险-选产品”三步简单选出心仪的理财。   智能账务，资产交易轻松管。锚定结余，“以收定支”养成管账好习惯。深度分析资产变化，一目了然掌握金钱动向。   互动社区，投资智囊团。真实大咖汇聚，多维解读护航，和千万人一起投资。   闪电贷，贷款快无忧。手续简单，流程快捷，最快60秒放款。最高30万额度，多款贷款方案任你选。   智能财富助理小招，服务更贴心。融合小招客服、小招顾问和AI小招，焕新升级，有问题就找小招。   App支付，一码通扫。持续打磨支付体验，升级“展码支付”、支持“一码通扫”。长按App即可快速唤起付款码、乘车码、医保码，让消费出行、就医购药更便捷。,00096d44ec107b8b6fb11f42ed63c6b3,12.5.0,21
天星金融,com.xiaomi.jr,3.9,天星数科科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A44BE6F5E752317B81774C03C715CC1E.apk?fsname=com.xiaomi.jr_8.86.0.5214.2284.apk,天星金融通过与多家大型金融机构合作，并基于自身大数据及风控能力优势，为用户提供安全、专业、多元、便捷的一站式金融服务。   【轻松借钱】 额度高达20万，在线审批，随借随还 日利率0.02%起，年利率7.2%～24%   【稳健理财】 一起轻松理财，助力财富增值 提供万二佣金开户服务，极速参与A股市场   【严选保险】 合作持牌保险机构用心严选优质保险，品类覆盖意外险、医疗险、重疾险、财产险等，全方位守护家人。  【更多服务】福利活动：惊喜满满的福利活动，好礼送不停积分商城：各种小米产品轻松兑，专享等级权益智能客服：提供24小时智能客服，优质服务随时在线,a44be6f5e752317b81774c03c715cc1e,8.86.0.5214.2284,23
天气预报,com.goodtech.tq,4.9,一古（厦门）科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8DC9867FA746A1CCAD5D0F14B831F69B.apk?fsname=com.goodtech.tq_12.3.0.apk,天气预报-精准定位，预知几点几分下雨。 天气预报，专业的天气预报软件，天气预报，天气，天气软件，weather，台风天气，实时天气，本地天气，全国各地区省市县镇村天气预报，都可以搜天气预报app，真正做天气预报的纯净app，天气数据清晰，准确，是多云还是下雨都有降雨概率可以查看，分钟级降雨降雪天气预报，富含全国各省市县镇区天气预报，8M内存省流量，天气信息空气质量数据清晰，纯净简约设计。台风天气，空气质量，万年历，日历，假期倒计时全都有。 weather天气预报，天气，潮汐，日出日落，空气质量PM2.5，下雨，下雪，雾霾每日精准天气预报，异常天气提醒，周边天气。 【天气预报，专为安卓用户机型设计】  天气预报，全国天气服务类平台，支持全国城市及县级区级天气信息查询。实时监测阴晴雨雪，实现分钟级天气预报，拥有权威气象局天气预报数据，是一款简单又实用的天气预报全能小组件。 365天天气预报，你所关心的各地天气情况。weather天气不在墨迹，天天彩云天气通。 【全国天气预报】 支持全国家城市及地区，精准县级区级天气信息。 【实时天气预报】 实时监测阴晴雨雪，实现分钟级天气预、公里级天气预报,8dc9867fa746a1ccad5d0f14b831f69b,12.3.0,21
咪咕视频,com.cmcc.cmvideo,4.3,咪咕视讯科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/40D08899C3495ADAC92FC7ABC5290ADC.apk?fsname=com.cmcc.cmvideo_6.3.25.apk,"""各大赛事精彩不停歇，看各路豪强实力对决!大咖解说、4K超高清，海量热门赛事直播锁定咪咕视频! 电视剧《清明上河图密码》看穿越千年的悬疑盛宴，奇案真相冲破黑暗；《好运家》看生活麻辣鲜香，家有好戏开场；《灿烂的风和海》看澳门风情，温暖群像开启夏日奇遇。电影《夺命舰》看美女与野兽的激情碰撞，场面火爆惊险刺激；《危机航线》看刘德华新作万米高空生死对决。上咪咕视频，给你好看! 热门赛事热血出击：英超、西甲、德甲、意甲、法甲、NBA、CBA、WTT 人气热剧追不停:《清明上河图密码》、《好运家》 热播影片尽享:《夺命舰》、《危机航线》 热播综艺宅家看:《嗨放派3》 【特色剧场 海量资源任你挑选】 好莱坞大片、高分经典TVB热剧、限免抗日大剧、二次元热血动漫持续更新中，等你来嗨! 【人气动画 少儿动漫乐翻天】 《生命水之战》、《超能乒乓》、《布莱泽奥特曼》、《咒术回战2》、《盒子联盟》等与你乐享卡通时光! 【千路卫视高清直播 零时差畅看】 电视直播、央视专区、卫视及地方台、特色直播频道随时回看，随心预约! 【臻享4K 看见不一样的人世间】 《中国探月》、《行走天下：草原》、《我在故宫六百年》",02042cdeb4385cc5fcba26c025d2c98c,6.3.20,21
邮储银行,com.yitong.mbank.psbc,3.0,中国邮政储蓄银行股份有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BF189725BE9C689A767D6E66DF7D8C98.apk?fsname=com.yitong.mbank.psbc_10.0.0.apk,本产品是中国邮政储蓄银行全新打造的新一代手机银行，系统按照“以客户为中心”的理念设计和构建，让您在使用手机银行系统时感到简单、方便、安全、快捷、时尚。产品特色:1. 、随身使用。您只需随身携带可以上网的手机，就可随时随地的轻松办理银行业务，体验“手机在手，银行尽在掌握”的全新现代金融感受。2.安全可靠。具有多重安全认证机制，完善的数据加密机制和运营管理机制，通过多重防火墙保护等多种方式，保护客户资金与客户信息安全。3.功能强大。不仅涵盖账户查询、转账汇款、投资理财、缴费支付、信用卡等常用功能，还结合移动端特点推出二维码名片、扫码付款等功能，同时提供机票预订、手机充值、电影票、游戏点卡、邮乐商城、存贷款计算器等便捷的生活服务，是您生活的好帮手。4.方便快捷。中国邮政储蓄银行手机银行提供7×24小时全天候金融服务，超越时空限制，轻松省时。,bf189725be9c689a767d6e66df7d8c98,10.0.0,21
一起作业,com.A17zuoye.mobile.homework,3.2,上海合煦信息科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/965CDF656C9DB976CBEBD43CF377DCCB.apk?fsname=com.A17zuoye.mobile.homework_3.8.16.10021.apk,一起作业，专为小学生研发的在线学习App，让学生用手机就可以练习听力、学习口语、做速算练习。 功能简介： 1. 趣味学习App，让学习随时随地，酷劲十足 同步练习题，实用、生动又有趣 英语跟读练口语，方便、快捷又好用 2. 自动批改，错题重做，我的学习我做主 完成练习立刻了解练习情况，不用再等老师批改 错题还可以重做，反复练习更牢固 3.老师点评，我的成就看得见 练习做得好不好，老师来点评 努力学习，认真练习，取得好成就 4. 科学护眼：合理使用电子产品，全方位养成良好习惯 定时护眼提示，休息眼睛、远眺放松 夜间模式、规范模式，进一步保护视力健康 老师推荐建议时长，家长也能自主控 如果你在使用的过程中，有任何问题，可以联系我们哦。 官网地址：https://wx.17zuoye.com/download/17studentapp 联系方式：400-160-1717,965cdf656c9db976cbebd43cf377dccb,3.8.16.10021,21
影音先锋,com.xfplay.play,4.0,桂林零与壹软件有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/41E16C28DEFC333E17679C0685EDE9F5.apk?fsname=com.xfplay.play_7.1.7.apk,影音先锋是一款强大的视频播放器。它几乎支持所有的视频和音频格式，极致的硬件加速和多核解码能力，并支持各种视频链接边下边播。  主要功能：  ● 极致视频硬件加速功能。 ● 多核视频解码能力及超强的播放性能。 ● 支持magnet uri链接，BT torrent种子及xfplay uri链接下载。 ● 支持超过100多种视频格式，包括MKV、MP4、AVI、3GP、FLV、WMV、RMVB、TS等。 ● 支持几乎所有的音频格式，包括MP3、FLAC、AAC、OGG、WAV等。 ● 支持在线字幕下载，并支持更多字幕增强选项。 ● 自由调整字幕轨道和音频轨道。 ● 后台画中画视频播放功能。 ● 手势滑动调节音量、亮度及播放进度，操作简单。 ● 支持多种播放选项：自动旋转屏幕、设置画面比例、屏幕锁定等。 ● 轻松管理和分享视频。 ● 支持大多数的安卓手机和平板电脑。,41e16c28defc333e17679c0685ede9f5,7.1.7,19
随手记,com.mymoney,4.8,深圳市铭数信息有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/6C636EA573BDE9ABF0D928015EC865BB.apk?fsname=com.mymoney_13.2.5.5.apk,多赚会花每一天，记账就要随手记！海量账本模板，个人、家庭、生意账随心选。 记账快捷又专业，轻松管理多人记账。多维度账单解读，全面了解你的财务状况。账单数据实时存，云端数据不丢失。  【海量账本模板，陪伴你的各个人生阶段】 to成长中的你： - 高中生、大学生账本：生活费聪明花，课外兼职也能记 - 班费账本：班委管钱大家看，班费收支更透明 to工作中的你： - 差旅报销流水账：设定预算不超支，流水详尽不漏报 - 网约司机、健身教练、装修队长：职业账本专属定制 to爱生活的你： - 合租、恋爱、生活账：日常生活随心记 - 旅游、宠物、爱好账：为自己所爱的事物，记录美好回忆 - 攒钱、健身、目标账：设定一个小目标，让账本陪你变成想要的样子 to创业中的你： - 奶茶、快餐、餐饮业：店铺经营实用工具，员工记账权限可控 - 服装、代购、零售业：成本营收全把控，赊销应付不遗漏 - 培训、酒店、服务业：各行各业全覆盖，首页报表指导经营 to顾家的你： - 人情账本、结婚账本：人情红包收入支出一览无余 - 儿童教育、宝宝账本：家人共享宝贝成长点滴 - 汽车、储蓄家庭账本：日常生活分类全，全家合记一本账,6c636ea573bde9abf0d928015ec865bb,13.2.5.5,21
航班管家,com.flightmanager.view,5.0,深圳市活力天汇科技股份有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/544C2A96554DC7771A9CF9BCB885D220.apk?fsname=com.flightmanager.view_8.7.3.apk,一款提供手机在线值机、航班动态查询、机票酒店预订、伙力专车接送机服务的出差、旅行实用工具。    =====8000万人出差、旅行的软件======    特色服务：   【航班延误提醒】空管总局数据支持   【手机在线值机】无需去机场排队，通过手机值机就可以占个好座位   【管家特惠酒店】实惠—预付，五星级酒店五折起   【超值头等舱】经济舱的价格，头等舱的服务   【直销机票】票源来自各大航空公司，低价靠谱  【伙力专车接送机】一口价更实惠，航班延误无偿等，航班取消无偿退，司机违约火速赔。    特惠国际机票：机票价格透明，支持航司官网验票，售后服务有保障，24小时客服热线：400-898-9999，2号键直达。,544c2a96554dc7771a9cf9bcb885d220,8.7.3,19
一点新闻资讯,com.yidian.xiaomi,4.7,北京一点网聚科技有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/102051545D219F15DD7CD4A964454397.apk?fsname=com.yidian.xiaomi_7.2.1.0.apk,—————有趣更有用的资讯平台————— 每日热点新闻，神吐槽、犀利评论、内部爆料，给你全新阅读新体验。热门话题一屏掌握，精选内容独特角度，覆盖海量新闻资讯。  【今日关注】 新闻热点，资讯追踪。全球时事，一网打尽。  【精准推荐】 运用精心优化的大数据算法，全球首创的“兴趣引擎”， 不断学习用户的兴趣再进行推荐，准确掌握中国用户的兴趣；专业媒体沉淀，严格审核内容。精选好内容，订制你感兴趣的新闻。  【热点视频】 覆盖千万精彩短视频；相关视频推荐让您视频刷不停。  【大V关注】 随心关注感兴趣的账号，打造个人专属信息流，享受纯净的私人订制栏目  感谢所有支持一点资讯的朋友们，你们的五星好评、真挚留言是我们前进的最大动力！  如果您还有其他的想法，请让我们知道：  微博：@一点资讯 微信公众平台：yidianzixun2013 官方网站：www.yidianzixun.com 媒体平台：www.yidianzixun.com/mp 商务合作：bd@yidian-inc.com 用户反馈：kefu@yidian-inc.com,102051545d219f15dd7cd4a964454397,7.2.1.0,21
扫描全能王,com.intsig.camscanner,4.6,上海合合信息科技发展有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/123D84BBE6AE52E9685E86C8D258BF84.apk?fsname=com.intsig.camscanner_6.78.0.2412070000.apk,扫描全能王（CamScanner），全球智能扫描引领者。  扫描全能王是一款集文件扫描、图片文字提取识别、PDF 内容编辑、PDF 分割合并、PDF 转 Word、电子签名等功能于一体的智能扫描软件。自动扫描，生成高清扫描件，支持JPEG、PDF 等多格式保存，还能将扫描件一键转换为 Word/ Excel/ PPT 等多种格式文档，通过手机、平板电脑、电脑等多设备同步查看。全球累积总下载量 17 余亿，用户遍布全球 200多个国家和地区。  ----功能亮点---- 【手机扫描仪】 手机拍纸质文档，智能去除杂乱背景，生成高清JPEG、PDF文件。默认自动扫描，对准纸质文档自动拍照，解放双手。 【PDF格式转换】 PDF、Word、Excel、PPT 和图像文档之间格式互相转换，一键分享或下载到本地； 格式转换后可保持文本、图像等文档的原始布局，实现版面还原。 媒体评价  ● 深受用户好评的“黑科技”创造者——人民网 ● 掌中扫描仪——华盛顿邮报 The Washington Post ● 商务人士必备应用——华尔街日报,182ca15042c2e14d56d1cdd27820c602,6.77.0.2411270000,21
阿里巴巴,com.alibaba.wireless,4.2,杭州阿里巴巴广告有限公司,http://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7310878912BB63616CF4D0AF0EE8DB34.apk?fsname=com.alibaba.wireless_11.45.2.0.apk,"【阿里巴巴1688简介】 阿里巴巴1688是专业的B2B电商批发采购平台，云集了大量的淘宝卖家、天猫商城卖家、微店卖家、微商卖家、千牛用户、旺旺卖家（旺信）、线下致富创业开店者,义乌购批发卖家，通过手机下载阿里巴巴APP也可帮助微商、微店网购识货挑货，招商加盟，支持一件代发，服装批发等业务。用户可在平台上找到各种品类货源（时尚女装、男装、母婴、家装建材、玩具、家居用品、日用百货、手机壳批发等）。  【1688特色】 拥有各式各样的淘宝、天猫商城、苏宁易购等电商购物平台卖家货源，源头好货，新品快订任您挑选，一键识货挑货，是您的商机助理，寻源进货好帮手，也提供政府采购货源，商家支持旺旺、阿里邮箱沟通，手机旺旺（旺信）同步在线。   【找货神器-批发找货源的好帮手】 1688批发网开发的找货神器是为各大电商平台（支持海外电商平台）卖家提供一键找货源的工具，在APP上可以将看到的衣服或者商品图片保存到手机本地，然后用APP上的图片找货源功能在1688上找到同款或者相似款的批发货源 丰富货源：各大电商平台同款货源对接 利润更优：优质货源利润保障 每日更新：货源日日新鲜送达 精准匹配：大数据精准挖掘 方便快捷：省时省力找货无忧  【母婴货源市场】 1688母婴货源市场拥有孕期必备的孕妇装、孕妇内衣、防辐射服，宝宝婴儿期的纸尿裤、隔尿用品、湿巾，宝宝喂养需要的奶瓶、奶嘴、暖奶器以及宝宝洗护必备的宝宝护肤品、婴儿浴盆、驱蚊防蚊等货源。母婴类淘宝店主疯抢的热销好货这里都有，而且微商或者母婴店家都可以一件代发，全场包邮。  【买家核心功能】 为买家提供了一件代发，微店商家代发，淘店优选，快速补货，伙拼，实力铺货，1688直播，好货推荐，进口货源，热门市场，电商头条，新闻资讯，商友圈， 生意经等批发采购场景。覆盖全行业：电子元器件，工艺礼品，宠物园艺，家装建材，机械，食品饮料，餐饮生鲜，橡塑制品，家纺家饰，内衣，童装，安防，电工电气， 个人防护，五金工具，仪器仪表，照明，箱包、皮具，母音用品，玩具，包装，鞋靴，美妆日化，汽车用品，日用百货，办公文教，男装，运动户外，3C数码，女装，配饰， 家用电器，纺织，化工，冶金 1）全新精品货源市场 2）微商分销实现快速铺货 3）手机更优惠，利润赚翻天 4）进货专属服务 贴心无微不至 5）全新操控视觉体验 选择一目了然  【热门货源批发类目】 1）服装批发 2）手机配件批发（如手机壳批发） 3）母婴用品批发 4）日用百货批发 5）机械五金批发 6）运动户外批发 7）鞋靴批发 8）工艺品批发  【微店、微商批发供货介绍】 1）0成本做微商，一件代发/拒绝囤货 2）甄选商家，特色货源 货源端：微供独家，源厂货源，进口货源，淘宝无同款商品 商家端：从1688商家中甄选源头优质一手货源，长期提供优质售前售后服务  【淘货源】 淘货源是针对淘宝卖家的一站式货源服务平台，为千万淘宝卖家提供经销、代销及批发、订货的组合式货源服务，同时帮助供应商建立向淘宝零售市场进行货源分销的电子化渠道网络。  1、以产地货源为核心，构建淘宝特色货源市场； 2、提供买卖双方便捷的传淘宝工具、自动分账交易及库存同步等渠道管理工具 3、面向买家提供平台管控的基础风险服务保障机制等，围绕买家塑造特色的市场服务标准。 【联系我们】 官方微博：阿里巴巴1688 官方网站：www.1688.com 联系方式：4008001688 您对App的反馈对我们很重要，如果您有任何问题或建议，欢迎致电联系我们。",f71d3279e66c67a7d916c1d011182a2a,11.43.2.0,21
